Date, Close/Last, Volume, Open, High, Low
07/22/2020, $16.66, 9376479, $16.54, $17.25, $16.4866
07/21/2020, $16.65, 12062430, $16.9, $17.1934, $16.54
07/20/2020, $16.65, 10734750, $17.61, $17.88, $16.61
07/17/2020, $17.61, 10432140, $18, $18.388, $17.575
07/16/2020, $18.06, 14308800, $18.2, $18.6634, $17.78
07/15/2020, $19.36, 25489810, $18.27, $19.5, $18.03
07/14/2020, $17.27, 11869510, $16.34, $17.3, $16.03
07/13/2020, $16.72, 17931130, $17.58, $17.82, $16.47
07/10/2020, $17.53, 20584910, $15.8, $17.64, $15.66
07/09/2020, $15.91, 13143120, $16.54, $16.65, $15.54
07/08/2020, $16.71, 14589560, $16.26, $16.8385, $15.85
07/07/2020, $16.77, 10971730, $17.11, $17.28, $16.77
07/06/2020, $17.74, 16527040, $17.9, $18.1239, $16.7298
07/02/2020, $17.4, 17850260, $18.6, $18.72, $17.4
07/01/2020, $17.73, 22493330, $18.23, $19.43, $17.57
06/30/2020, $17.8, 12380550, $17.65, $18.26, $17.27
06/29/2020, $18, 21356680, $16.44, $18.12, $16
06/26/2020, $16.58, 21324770, $17.29, $17.39, $15.96
06/25/2020, $17.4, 24623020, $15.75, $17.47, $15.64
06/24/2020, $16.92, 22619940, $18.08, $18.41, $16.61
06/23/2020, $18.78, 17364380, $18.85, $18.93, $17.79
06/22/2020, $18.5, 18337810, $18.2, $18.95, $18.01
06/19/2020, $18.81, 28527480, $20.23, $20.5, $18.35
06/18/2020, $19.9, 22637000, $19.15, $20.48, $18.9
06/17/2020, $19.92, 24826580, $20, $20.45, $19.3
06/16/2020, $20.72, 40883900, $22.29, $22.5, $20.4
06/15/2020, $19.73, 45681870, $17.04, $20.33, $16.85
06/12/2020, $18.82, 49741650, $18.53, $19.12, $17.36
06/11/2020, $16.08, 51903260, $16.03, $18.0899, $15.7
06/10/2020, $19.47, 60714120, $20.6, $21.4, $17.94
06/09/2020, $22.76, 33689070, $23.68, $24.08, $21.66
06/08/2020, $25.56, 41082850, $24.8, $25.6, $22.8
06/05/2020, $22.62, 77891180, $25.06, $25.935, $21.26
06/04/2020, $21.02, 104649400, $19.88, $21.74, $18.55
06/03/2020, $17.31, 61737440, $14.99, $17.525, $14.8
06/02/2020, $14.49, 36648830, $14.55, $14.9, $14.02
06/01/2020, $13.96, 37437930, $13, $14.4, $13
05/29/2020, $12.95, 23683320, $12.17, $13.3, $12
05/28/2020, $12.93, 29020090, $13.54, $13.77, $12.7199
05/27/2020, $13.9, 60376470, $14.06, $14.53, $12.17
05/26/2020, $12.31, 44012570, $11.53, $12.59, $11.26
05/22/2020, $10.17, 17173020, $10.45, $10.47, $9.86
05/21/2020, $10.07, 19266540, $9.74, $10.29, $9.67
05/20/2020, $9.75, 18636620, $9.98, $10.15, $9.63
05/19/2020, $9.69, 26109320, $10.61, $10.61, $9.565
05/18/2020, $9.99, 29016840, $8.81, $10.19, $8.81
05/15/2020, $8.01, 12410160, $8.11, $8.46, $7.92
05/14/2020, $8.3, 20140000, $8.03, $8.59, $7.25
05/13/2020, $8.2, 29060850, $9.42, $9.42, $8.02
05/12/2020, $9.45, 16551610, $10.2, $10.49, $9.42
05/11/2020, $10.19, 16022510, $10.3, $10.55, $10.12
05/08/2020, $10.56, 44773970, $10.19, $10.69, $9.95
05/07/2020, $10.51, 39036880, $9.85, $10.72, $9.52
05/06/2020, $11.55, 7369349, $12.35, $12.56, $11.3102
05/05/2020, $12.31, 4956406, $13.5, $13.6834, $12.16
05/04/2020, $12.9, 8277809, $11.89, $12.99, $11.4925
05/01/2020, $13.17, 6761523, $14.08, $14.56, $13.1
04/30/2020, $15.02, 6544848, $14.91, $15.48, $14.03
04/29/2020, $15.38, 12656710, $15.55, $16.49, $15.1
04/28/2020, $14.34, 10119830, $12.48, $14.54, $12.4301
04/27/2020, $12.25, 4958630, $12.45, $12.78, $12.125
04/24/2020, $12.15, 4392947, $11.97, $12.23, $11.61
04/23/2020, $11.8, 5410064, $12, $12.49, $11.73
04/22/2020, $11.93, 6159854, $12.98, $13.04, $11.5
04/21/2020, $12.75, 3299547, $12.5, $12.9, $12.28
04/20/2020, $12.95, 5217535, $12.79, $13.3229, $12.51
04/17/2020, $13.35, 4411687, $13.44, $13.67, $13.04
04/16/2020, $12.66, 5562034, $13.42, $13.5, $12.3704
04/15/2020, $13.76, 7367582, $14.12, $14.23, $13.33
04/14/2020, $13.88, 5860587, $14.31, $14.55, $13.6
04/13/2020, $13.32, 7983629, $15.15, $15.34, $12.51
04/09/2020, $14.08, 9878315, $13.44, $15.19, $13.19
04/08/2020, $12.51, 5281628, $12.04, $12.67, $11.66
04/07/2020, $11.44, 8833780, $12.31, $13.46, $11.07
04/06/2020, $10.47, 8055529, $11.49, $11.77, $10.33
04/03/2020, $10.51, 3785763, $11, $11.11, $10.08
04/02/2020, $10.53, 4394685, $11.21, $11.5, $10.12
04/01/2020, $11.32, 5319374, $11.66, $12.18, $11.14
03/31/2020, $12.89, 4850525, $13.09, $13.3, $12.55
03/30/2020, $12.42, 7175701, $13.5, $13.66, $11.651
03/27/2020, $14.79, 5784823, $15.76, $16, $14.38
03/26/2020, $16.51, 9925730, $17.15, $18.68, $16.08
03/25/2020, $15.96, 11570620, $17.57, $17.95, $14.59
03/24/2020, $13.53, 8988068, $12.54, $14.39, $11.75
03/23/2020, $9.83, 6250068, $9.35, $9.99, $8.6
03/20/2020, $8.69, 6841745, $9.26, $11.25, $8.42
03/19/2020, $8.39, 6294661, $8.76, $9.48, $7.01
03/18/2020, $9.01, 6283386, $10.96, $11, $7.44
03/17/2020, $11.72, 6830485, $12.1, $12.37, $10.8
03/16/2020, $11.66, 7639081, $13.09, $13.5, $10.92
03/13/2020, $15.08, 6305238, $15.91, $16, $13.44
03/12/2020, $14.06, 8133259, $18.21, $18.62, $14
03/11/2020, $20.93, 3564169, $21.74, $21.76, $20.14
03/10/2020, $22.48, 5673947, $22.54, $22.79, $19.66
03/09/2020, $21.41, 3368978, $20.7, $21.87, $20
03/06/2020, $22.52, 5759779, $20.23, $23.77, $19.04
03/05/2020, $21.54, 6721437, $25.02, $25.04, $21.27
03/04/2020, $26.34, 4020396, $25.9, $26.41, $24.15
03/03/2020, $25.23, 2926933, $28.02, $28.68, $25.2
03/02/2020, $27.27, 4539186, $28.36, $28.45, $26.13
02/28/2020, $28.45, 3602151, $28.31, $29.65, $27.98
02/27/2020, $29.75, 3802076, $31.29, $32.29, $29.75
02/26/2020, $32.92, 2881724, $35.16, $35.49, $32.8
02/25/2020, $34.71, 3006193, $38, $38.05, $34.385
02/24/2020, $37.46, 2938198, $39.12, $39.12, $36.75
02/21/2020, $41.1, 935094, $41.12, $41.19, $40.39
02/20/2020, $41.25, 1694539, $41, $41.7, $40.75
02/19/2020, $41.14, 1639631, $42.6, $42.83, $41.11
02/18/2020, $42.59, 1156469, $43.66, $43.99, $42.3
02/14/2020, $43.88, 730962, $44.52, $44.69, $43.79
02/13/2020, $44.58, 1039775, $43.7, $44.8, $43.44
02/12/2020, $43.93, 652144, $43.82, $44.2, $43.69
02/11/2020, $43.31, 1354217, $43.94, $44.46, $43.16
02/10/2020, $43.76, 990063, $43.98, $44.38, $43.38
02/07/2020, $44.2, 1431063, $42.44, $44.57, $42.21
02/06/2020, $42.8, 4124950, $46.5, $47.4998, $42.49
02/05/2020, $44.44, 1867823, $44, $44.7, $43.41
02/04/2020, $43.34, 1049178, $42.97, $43.7224, $42.88
02/03/2020, $41.96, 1220115, $41.25, $42.43, $41.25
01/31/2020, $41.07, 1101367, $42.07, $42.26, $40.47
01/30/2020, $42.44, 870420, $42.08, $42.54, $41.479
01/29/2020, $42.71, 1180358, $42.43, $43.07, $42.23
01/28/2020, $42.4, 1027081, $41.82, $42.77, $41.82
01/27/2020, $41.32, 1085284, $41.1, $41.79, $40.53
