Date, Close/Last, Volume, Open, High, Low
08/11/2020, $35.29, 21870250, $36.61, $37.44, $35.07
08/10/2020, $34.99, 15958000, $33.65, $35.145, $33.55
08/07/2020, $33.28, 9381196, $32.84, $33.3, $32.69
08/06/2020, $33.02, 15007850, $33.26, $33.35, $32.315
08/05/2020, $32.72, 15269880, $31.9, $33.1997, $31.79
08/04/2020, $31.4, 12040130, $31.7, $32.27, $31.38
08/03/2020, $31.58, 13471910, $30.75, $32.15, $30.295
07/31/2020, $30.89, 11131690, $30.8, $31.02, $30.24
07/30/2020, $30.96, 12316530, $31.33, $31.65, $30.77
07/29/2020, $31.79, 11150810, $32.58, $32.63, $31.48
07/28/2020, $32.29, 10257630, $31.51, $32.67, $31.48
07/27/2020, $31.53, 9759043, $31.57, $31.93, $31.235
07/24/2020, $31.66, 14976690, $32.31, $32.45, $31.57
07/23/2020, $32.79, 22888540, $32.75, $34.16, $32.0626
07/22/2020, $33.3, 10424030, $33.5, $33.91, $33.05
07/21/2020, $33.62, 11942940, $33.33, $34.16, $33.25
07/20/2020, $32.98, 12541750, $33.97, $34.295, $32.73
07/17/2020, $34.13, 7792962, $34.07, $34.52, $33.8176
07/16/2020, $34.21, 11389900, $34.83, $35.08, $33.9
07/15/2020, $35.75, 21286070, $35.03, $36.095, $34.27
07/14/2020, $33.25, 11588770, $31.84, $33.38, $31.75
07/13/2020, $32.64, 15503430, $33.42, $33.53, $32.27
07/10/2020, $33.22, 14939510, $31.16, $33.35, $31.16
07/09/2020, $31.57, 17209470, $32.47, $32.73, $31.3
07/08/2020, $32.89, 16028350, $32.56, $33.47, $32.07
07/07/2020, $33.01, 10922120, $33.49, $33.54, $32.94
07/06/2020, $34.3, 16454930, $34.72, $34.88, $33.15
07/02/2020, $34.12, 12300630, $34.7, $34.9186, $33.9607
07/01/2020, $33.81, 16126970, $35.29, $35.5983, $33.67
06/30/2020, $34.18, 18758370, $34.98, $34.99, $33.57
06/29/2020, $35.04, 25720780, $33.15, $35.36, $32.33
06/26/2020, $31.96, 23961980, $33.13, $33.15, $31.18
06/25/2020, $32.97, 18182610, $31.19, $33.06, $30.94
06/24/2020, $32.25, 19031730, $34, $34.27, $32.23
06/23/2020, $34.75, 15215010, $34.78, $34.8, $33.85
06/22/2020, $34.36, 14395710, $34.03, $34.82, $33.6418
06/19/2020, $34.55, 20498960, $36.57, $36.61, $33.95
06/18/2020, $35.85, 13810120, $35.65, $36.565, $35.41
06/17/2020, $36.31, 18721050, $36.24, $36.8, $35.67
06/16/2020, $36.57, 30327520, $38.51, $38.63, $35.52
06/15/2020, $36.34, 23794660, $33.8, $36.92, $33.61
06/12/2020, $35.87, 26920390, $36.06, $36.99, $34.31
06/11/2020, $32.83, 28556970, $32.94, $35.17, $32.5
06/10/2020, $37.14, 37974180, $36.01, $38.2, $34.76
06/09/2020, $38.01, 26724410, $38.36, $38.81, $36.58
06/08/2020, $40.59, 31340960, $40.14, $40.61, $38.7
06/05/2020, $38.18, 54289270, $41.98, $42.35, $37.57
06/04/2020, $38.27, 54234480, $37.79, $39.76, $36.6
06/03/2020, $36.42, 26644950, $35.07, $36.9469, $34.9
06/02/2020, $34.48, 22875730, $34.86, $35.2, $34.03
06/01/2020, $33.62, 20877770, $32.3, $34.4, $32.16
05/29/2020, $32.1, 19763230, $31.48, $32.82, $31.2
05/28/2020, $32.55, 24802090, $33.9, $34.095, $32.34
05/27/2020, $33.66, 44902350, $34.9, $35.16, $31.4
05/26/2020, $32.52, 41232500, $31.71, $32.935, $31.44
05/22/2020, $28.87, 17558230, $29.76, $29.98, $28.31
05/21/2020, $29.6, 22166520, $29.31, $30.12, $29.02
05/20/2020, $29.15, 27248980, $28.47, $29.33, $28.1724
05/19/2020, $27.69, 35768210, $28.5, $28.85, $26.9301
05/18/2020, $27.09, 27200460, $25.75, $27.24, $25.55
05/15/2020, $23.87, 18679790, $24.37, $24.87, $23.75
05/14/2020, $24.78, 23187180, $23.38, $24.81, $22.465
05/13/2020, $24, 22892450, $25.02, $25.1, $23.52
05/12/2020, $25.24, 16904410, $26.19, $26.62, $25.14
05/11/2020, $26.09, 20841480, $26.62, $26.86, $25.78
05/08/2020, $27.2, 19156090, $26.04, $27.23, $25.91
05/07/2020, $25.45, 24535910, $24.99, $26.27, $24.95
05/06/2020, $24.93, 36971840, $26.55, $26.74, $24.77
05/05/2020, $26.42, 36676880, $28.07, $28.13, $26.175
05/04/2020, $27.56, 43447680, $27.23, $27.94, $26.5
05/01/2020, $29.23, 36353790, $30.5, $30.955, $28.75
04/30/2020, $31.25, 62444660, $30.71, $31.69, $30.18
04/29/2020, $30.97, 101007800, $29.49, $31.795, $29.43
04/28/2020, $29.69, 54153870, $29.12, $30.48, $28.25
04/27/2020, $29.11, 14224470, $29.79, $29.91, $28.85
04/24/2020, $29.33, 15157120, $30.2, $30.43, $28.8
04/23/2020, $30.14, 11631590, $29.81, $30.775, $29.59
04/22/2020, $29.71, 15697220, $30.63, $30.81, $28.8
04/21/2020, $30.11, 12562700, $30.05, $31.23, $29.6
04/20/2020, $31.06, 14553900, $30.64, $31.48, $29.51
04/17/2020, $31.19, 20139900, $32.5, $32.95, $30.9
04/16/2020, $30.68, 17862320, $32.12, $32.35, $30.2
04/15/2020, $32.82, 20028660, $35.15, $35.26, $32.52
04/14/2020, $34.78, 8860162, $35.17, $36.05, $34.71
04/13/2020, $34.26, 9067547, $36.72, $36.72, $33.75
04/09/2020, $36.47, 10383690, $36.3, $37.31, $35.13
04/08/2020, $34.3, 8923805, $33.56, $34.78, $32.63
04/07/2020, $32.77, 14036120, $33.84, $35.43, $32.32
04/06/2020, $30.7, 13832960, $31.79, $31.96, $30
04/03/2020, $30.54, 9915912, $31.33, $31.88, $29.73
04/02/2020, $31.5, 7853467, $32.11, $32.84, $30.87
04/01/2020, $32.04, 8545871, $34.05, $34.2, $31.81
03/31/2020, $35.61, 7801069, $35.27, $37.47, $34.95
03/30/2020, $35.1, 7443313, $35.52, $37.15, $34.5
03/27/2020, $36.38, 8297372, $39.84, $40.135, $36.1
03/26/2020, $41.23, 8990799, $40.9, $43.56, $40.06
03/25/2020, $39.4, 16346740, $41.52, $41.7262, $37.31
03/24/2020, $37.66, 12803070, $38.2, $39.13, $36.05
03/23/2020, $33.73, 9616821, $31.69, $34.49, $30.25
03/20/2020, $31.94, 12617850, $32.06, $33.95, $29.65
03/19/2020, $30.86, 18052640, $34.65, $35.05, $30.5
03/18/2020, $35.15, 14219630, $35.78, $36.42, $29.15
03/17/2020, $38.25, 8133512, $38.21, $40.69, $36
03/16/2020, $37.52, 15849920, $36.5, $39.45, $35.85
03/13/2020, $41.28, 14308770, $39.19, $41.28, $36.31
03/12/2020, $36.07, 16353390, $39.33, $40.6, $35.6101
03/11/2020, $42.49, 10512430, $43.99, $44.38, $41.63
03/10/2020, $45.56, 9366888, $45.28, $45.85, $42.51
03/09/2020, $43.62, 9602323, $42.89, $45.61, $42.72
03/06/2020, $45.73, 10708130, $43.56, $46.8, $42.72
03/05/2020, $45.25, 10774800, $45.06, $45.7, $44.18
03/04/2020, $46.93, 8990316, $45.89, $47.065, $44.855
03/03/2020, $45.21, 7338136, $47.54, $48.3934, $45.05
03/02/2020, $46.95, 9043193, $46.54, $47.18, $44.34
02/28/2020, $46.19, 11854050, $45.07, $46.77, $44.98
02/27/2020, $46.63, 10355850, $47.15, $49.2057, $45.64
02/26/2020, $48.9, 9289924, $50.09, $50.48, $48.08
02/25/2020, $49.66, 9351708, $54.41, $54.5, $49.55
02/24/2020, $54.11, 7538409, $54.87, $54.99, $53.3529
02/21/2020, $56.53, 2324591, $56.53, $56.8, $55.46
02/20/2020, $56.94, 2924965, $57.04, $57.51, $56.71
02/19/2020, $57.11, 2135139, $57.68, $57.74, $57.06
02/18/2020, $57.6, 3086560, $58, $58.34, $57.38
02/14/2020, $57.97, 2481776, $58.68, $58.83, $57.89
02/13/2020, $58.54, 2401816, $58.06, $58.685, $57.845
02/12/2020, $58.48, 2234541, $58.27, $58.655, $58
02/11/2020, $57.93, 2848551, $57.82, $58.585, $57.59
02/10/2020, $57.42, 2882148, $57.2, $57.49, $56.53
02/07/2020, $57.26, 2703562, $57.46, $57.71, $56.99
02/06/2020, $57.72, 4332037, $57.38, $58.01, $57.075
02/05/2020, $56.95, 3162737, $56.43, $57.23, $56.12
02/04/2020, $55.68, 3619435, $55.99, $56.365, $55.5
02/03/2020, $55.22, 4071269, $55.41, $55.734, $54.69
01/31/2020, $54.98, 5552350, $55.62, $55.92, $54.63
01/30/2020, $55.83, 5129592, $55.31, $56.47, $55.22
01/29/2020, $56.89, 6667193, $57.75, $58.1902, $56.82
01/28/2020, $57.6, 6242279, $56.59, $57.73, $56.39
01/27/2020, $56.25, 8275105, $55.23, $56.66, $55.15
