State,Municipality,Date,Deaths,Confirmed,Recovered,Active
AGUASCALIENTES,AGUASCALIENTES,2020-03-07,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-10,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-12,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-14,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-16,0,2,2,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-17,0,2,2,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-18,0,4,4,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-19,0,2,2,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-20,0,3,3,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-22,0,5,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-23,0,7,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-24,0,5,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-25,0,4,4,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-26,0,3,3,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-27,1,4,3,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-28,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-29,0,2,2,0
AGUASCALIENTES,AGUASCALIENTES,2020-03-30,0,3,3,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-02,0,2,2,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-03,1,1,0,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-05,1,2,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-06,0,4,4,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-07,0,1,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-08,1,2,1,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-09,0,3,3,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-10,0,4,4,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-11,1,6,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-12,0,5,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-13,0,7,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-14,0,11,11,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-15,3,10,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-16,1,10,9,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-17,0,10,10,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-18,2,15,13,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-19,0,6,6,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-20,1,15,14,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-21,0,4,4,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-22,0,5,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-23,0,12,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-24,0,12,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-25,1,10,9,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-26,1,11,10,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-27,1,28,27,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-28,2,10,8,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-29,0,14,14,0
AGUASCALIENTES,AGUASCALIENTES,2020-04-30,1,15,14,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-01,0,10,10,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-02,0,20,20,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-03,1,7,6,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-04,2,20,18,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-05,1,21,20,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-06,1,8,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-07,5,15,10,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-08,1,8,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-09,1,6,5,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-10,1,15,14,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-11,0,24,24,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-12,2,9,7,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-13,1,13,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-14,1,18,17,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-15,1,17,16,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-16,1,13,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-17,0,12,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-18,1,21,20,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-19,1,13,12,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-20,1,24,23,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-21,2,15,13,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-22,3,20,17,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-23,7,17,10,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-24,6,28,22,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-25,4,34,30,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-26,6,37,31,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-27,0,27,27,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-28,4,35,31,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-29,3,31,28,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-30,6,34,28,0
AGUASCALIENTES,AGUASCALIENTES,2020-05-31,2,33,31,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-01,4,57,53,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-02,4,41,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-03,2,30,28,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-04,3,29,26,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-05,8,44,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-06,3,51,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-07,2,43,41,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-08,4,56,52,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-09,1,38,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-10,4,45,41,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-11,3,26,23,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-12,7,42,35,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-13,2,41,39,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-14,4,43,39,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-15,12,57,45,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-16,7,49,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-17,2,38,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-18,5,36,31,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-19,4,30,26,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-20,2,37,35,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-21,2,37,35,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-22,4,52,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-23,4,34,30,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-24,1,37,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-25,3,36,33,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-26,1,25,24,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-27,2,38,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-28,4,29,25,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-29,2,40,38,0
AGUASCALIENTES,AGUASCALIENTES,2020-06-30,4,46,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-01,7,55,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-02,3,41,38,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-03,2,35,33,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-04,5,30,25,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-05,4,50,46,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-06,4,52,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-07,3,45,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-08,1,41,40,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-09,2,29,27,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-10,3,39,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-11,1,41,40,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-12,1,43,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-13,4,53,49,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-14,3,49,46,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-15,2,45,43,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-16,2,26,24,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-17,3,43,40,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-18,3,41,38,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-19,3,32,29,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-20,7,45,38,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-21,3,39,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-22,4,38,34,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-23,2,39,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-24,4,36,32,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-25,6,35,29,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-26,2,28,26,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-27,8,45,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-28,2,36,34,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-29,5,42,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-30,5,27,22,0
AGUASCALIENTES,AGUASCALIENTES,2020-07-31,2,27,25,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-01,5,48,43,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-02,5,27,22,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-03,6,48,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-04,3,39,36,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-05,0,26,26,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-06,6,23,17,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-07,8,32,24,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-08,1,43,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-09,3,33,30,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-10,12,60,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-11,3,38,35,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-12,2,44,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-13,6,33,27,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-14,4,67,63,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-15,8,56,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-16,2,49,47,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-17,5,58,53,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-18,7,49,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-19,5,53,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-20,1,52,51,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-21,7,44,37,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-22,3,50,47,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-23,7,49,42,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-24,6,50,44,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-25,4,68,64,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-26,3,41,38,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-27,1,48,47,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-28,2,45,43,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-29,3,38,35,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-30,4,48,44,0
AGUASCALIENTES,AGUASCALIENTES,2020-08-31,4,66,62,0
AGUASCALIENTES,AGUASCALIENTES,2020-09-01,7,55,48,0
AGUASCALIENTES,AGUASCALIENTES,2020-09-02,1,38,0,37
AGUASCALIENTES,AGUASCALIENTES,2020-09-03,0,28,0,28
AGUASCALIENTES,AGUASCALIENTES,2020-09-04,3,21,0,18
AGUASCALIENTES,AGUASCALIENTES,2020-09-05,0,36,0,36
AGUASCALIENTES,AGUASCALIENTES,2020-09-06,2,19,0,17
AGUASCALIENTES,AGUASCALIENTES,2020-09-07,1,30,0,29
AGUASCALIENTES,AGUASCALIENTES,2020-09-08,0,27,0,27
AGUASCALIENTES,AGUASCALIENTES,2020-09-09,1,13,0,12
AGUASCALIENTES,AGUASCALIENTES,2020-09-10,1,8,0,7
AGUASCALIENTES,AGUASCALIENTES,2020-09-11,1,6,0,5
AGUASCALIENTES,AGUASCALIENTES,2020-09-12,0,1,0,1
AGUASCALIENTES,ASIENTOS,2020-03-15,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-04-30,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-05-13,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-05-19,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-05-20,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-05-22,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-05-23,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-05-28,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-01,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-04,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-05,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-06,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-09,0,4,4,0
AGUASCALIENTES,ASIENTOS,2020-06-13,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-14,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-06-15,1,2,1,0
AGUASCALIENTES,ASIENTOS,2020-06-17,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-19,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-20,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-06-21,1,1,0,0
AGUASCALIENTES,ASIENTOS,2020-06-22,1,1,0,0
AGUASCALIENTES,ASIENTOS,2020-06-25,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-27,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-06-29,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-07-01,0,6,6,0
AGUASCALIENTES,ASIENTOS,2020-07-02,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-03,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-05,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-07-06,1,1,0,0
AGUASCALIENTES,ASIENTOS,2020-07-07,1,3,2,0
AGUASCALIENTES,ASIENTOS,2020-07-10,0,3,3,0
AGUASCALIENTES,ASIENTOS,2020-07-11,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-12,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-13,1,1,0,0
AGUASCALIENTES,ASIENTOS,2020-07-15,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-17,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-07-19,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-22,0,5,5,0
AGUASCALIENTES,ASIENTOS,2020-07-23,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-07-24,0,5,5,0
AGUASCALIENTES,ASIENTOS,2020-07-25,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-26,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-07-27,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-07-31,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-08-01,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-02,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-04,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-08-06,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-07,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-08,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-12,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-14,0,2,2,0
AGUASCALIENTES,ASIENTOS,2020-08-22,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-23,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-24,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-08-29,0,1,1,0
AGUASCALIENTES,ASIENTOS,2020-09-03,0,1,0,1
AGUASCALIENTES,ASIENTOS,2020-09-07,0,1,0,1
AGUASCALIENTES,CALVILLO,2020-04-20,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-04-21,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-04-22,0,5,5,0
AGUASCALIENTES,CALVILLO,2020-05-07,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-05-28,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-01,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-05,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-06,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-08,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-12,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-13,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-15,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-06-16,1,4,3,0
AGUASCALIENTES,CALVILLO,2020-06-17,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-06-20,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-06-21,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-22,0,5,5,0
AGUASCALIENTES,CALVILLO,2020-06-23,1,1,0,0
AGUASCALIENTES,CALVILLO,2020-06-24,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-25,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-06-27,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-06-28,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-06-29,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-06-30,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-01,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-07-02,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-03,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-07-04,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-07-05,0,4,4,0
AGUASCALIENTES,CALVILLO,2020-07-06,0,8,8,0
AGUASCALIENTES,CALVILLO,2020-07-07,0,4,4,0
AGUASCALIENTES,CALVILLO,2020-07-08,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-07-09,0,7,7,0
AGUASCALIENTES,CALVILLO,2020-07-10,0,8,8,0
AGUASCALIENTES,CALVILLO,2020-07-11,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-07-12,0,6,6,0
AGUASCALIENTES,CALVILLO,2020-07-13,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-07-14,1,1,0,0
AGUASCALIENTES,CALVILLO,2020-07-16,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-07-17,0,5,5,0
AGUASCALIENTES,CALVILLO,2020-07-18,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-19,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-07-20,0,5,5,0
AGUASCALIENTES,CALVILLO,2020-07-21,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-07-22,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-23,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-24,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-25,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-07-26,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-27,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-28,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-07-30,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-08-03,1,1,0,0
AGUASCALIENTES,CALVILLO,2020-08-04,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-05,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-08,1,1,0,0
AGUASCALIENTES,CALVILLO,2020-08-09,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-14,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-17,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-08-19,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-22,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-24,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-08-26,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-08-27,0,2,2,0
AGUASCALIENTES,CALVILLO,2020-08-28,0,3,3,0
AGUASCALIENTES,CALVILLO,2020-09-01,0,1,1,0
AGUASCALIENTES,CALVILLO,2020-09-02,0,2,0,2
AGUASCALIENTES,CALVILLO,2020-09-03,0,3,0,3
AGUASCALIENTES,CALVILLO,2020-09-04,0,1,0,1
AGUASCALIENTES,CALVILLO,2020-09-05,0,1,0,1
AGUASCALIENTES,CALVILLO,2020-09-07,0,2,0,2
AGUASCALIENTES,CALVILLO,2020-09-09,0,1,0,1
AGUASCALIENTES,COSÍO,2020-05-07,0,1,1,0
AGUASCALIENTES,COSÍO,2020-05-11,0,4,4,0
AGUASCALIENTES,COSÍO,2020-05-12,0,1,1,0
AGUASCALIENTES,COSÍO,2020-05-14,0,1,1,0
AGUASCALIENTES,COSÍO,2020-05-21,0,6,6,0
AGUASCALIENTES,COSÍO,2020-05-22,0,1,1,0
AGUASCALIENTES,COSÍO,2020-05-25,0,2,2,0
AGUASCALIENTES,COSÍO,2020-05-27,0,1,1,0
AGUASCALIENTES,COSÍO,2020-05-28,0,1,1,0
AGUASCALIENTES,COSÍO,2020-06-01,0,1,1,0
AGUASCALIENTES,COSÍO,2020-06-04,0,4,4,0
AGUASCALIENTES,COSÍO,2020-06-05,0,4,4,0
AGUASCALIENTES,COSÍO,2020-06-07,0,2,2,0
AGUASCALIENTES,COSÍO,2020-06-08,0,1,1,0
AGUASCALIENTES,COSÍO,2020-06-09,0,1,1,0
AGUASCALIENTES,COSÍO,2020-06-10,0,2,2,0
AGUASCALIENTES,COSÍO,2020-06-13,0,1,1,0
AGUASCALIENTES,COSÍO,2020-06-15,0,7,7,0
AGUASCALIENTES,COSÍO,2020-06-18,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-04,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-05,0,2,2,0
AGUASCALIENTES,COSÍO,2020-07-07,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-08,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-09,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-10,0,2,2,0
AGUASCALIENTES,COSÍO,2020-07-13,0,3,3,0
AGUASCALIENTES,COSÍO,2020-07-14,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-15,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-17,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-20,0,3,3,0
AGUASCALIENTES,COSÍO,2020-07-21,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-22,0,3,3,0
AGUASCALIENTES,COSÍO,2020-07-23,0,2,2,0
AGUASCALIENTES,COSÍO,2020-07-25,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-27,0,1,1,0
AGUASCALIENTES,COSÍO,2020-07-30,1,1,0,0
AGUASCALIENTES,COSÍO,2020-07-31,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-01,0,2,2,0
AGUASCALIENTES,COSÍO,2020-08-02,0,2,2,0
AGUASCALIENTES,COSÍO,2020-08-08,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-09,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-11,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-12,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-15,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-17,0,2,2,0
AGUASCALIENTES,COSÍO,2020-08-19,0,1,1,0
AGUASCALIENTES,COSÍO,2020-08-21,0,2,2,0
AGUASCALIENTES,COSÍO,2020-08-25,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-04-01,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-05-01,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-05-25,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-05-26,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-05-29,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-06-16,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-06-28,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-07-01,1,1,0,0
AGUASCALIENTES,EL LLANO,2020-07-08,1,1,0,0
AGUASCALIENTES,EL LLANO,2020-07-09,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-07-13,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-07-22,1,1,0,0
AGUASCALIENTES,EL LLANO,2020-07-23,0,2,2,0
AGUASCALIENTES,EL LLANO,2020-07-30,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-07-31,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-08-17,0,1,1,0
AGUASCALIENTES,EL LLANO,2020-08-23,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-03-23,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-07,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-10,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-12,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-14,0,2,2,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-15,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-20,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-22,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-23,0,3,3,0
AGUASCALIENTES,JESÚS MARÍA,2020-04-30,0,2,2,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-03,0,2,2,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-07,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-08,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-09,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-11,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-12,1,1,0,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-14,1,1,0,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-15,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-19,0,2,2,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-20,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-21,0,1,1,0
AGUASCALIENTES,JESÚS MARÍA,2020-05-22,0,1,1,0
